daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted,daily_screen_time_levels,social_media_usage_levels,night_usage_levels,work_study_hours_levels,age_categories,Addiction_Score
0.5,0.6730769230769231,2,0.3333333333333333,0.5256410256410257,2,0.32500000000000007,0.3571428571428571,0.6000000000000001,0.44444444444444453,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.6901676170727493
0.3333333333333333,0.5576923076923077,1,0.0,0.5128205128205128,1,0.20000000000000007,0.3571428571428571,0.6000000000000001,0.3111111111111111,1,Low,Low,Low,Intermediate,Gen-Z(15-25),0.6365992742353552
0.41666666666666663,0.75,1,0.0,0.6666666666666666,0,0.625,0.5,0.5,0.5111111111111112,1,Intermediate,Low,Low,Intermediate,Gen-X(41-55),0.7568688439606013
0.3333333333333333,0.2692307692307693,1,0.16666666666666666,0.3205128205128205,1,0.8250000000000002,0.42857142857142855,0.4,0.4,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.33540694660445824
0.5833333333333333,0.6346153846153847,3,0.3333333333333333,0.6666666666666666,0,0.15000000000000002,0.21428571428571427,0.30000000000000004,0.33333333333333337,1,Intermediate,Intermediate,Low,Low,Gen-Z(15-25),0.6293416277864179
0.3333333333333333,0.34615384615384615,3,0.0,0.17948717948717952,1,0.75,0.5,0.1,0.4222222222222223,0,Low,Intermediate,Low,Intermediate,Gen-X(41-55),0.16917228270260928
0.5,0.7115384615384616,2,0.5,0.42307692307692313,0,0.10000000000000003,0.6428571428571428,0.2,0.288888888888889,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.4886815275617765
0.3333333333333333,0.2692307692307693,0,0.0,0.33333333333333337,0,0.7250000000000001,0.5,0.2,0.33333333333333337,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.26144807326766895
0.3333333333333333,0.17307692307692307,1,0.0,0.23076923076923073,1,0.4,0.3571428571428571,0.5,0.022222222222222227,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.2885778468982201
0.5,0.6346153846153847,1,0.5,0.4358974358974359,1,0.20000000000000007,0.5714285714285714,0.5,0.5111111111111112,1,Intermediate,Low,Low,Intermediate,Gen-Z(15-25),0.5857957490927943
0.3333333333333333,0.42307692307692313,1,0.16666666666666666,0.41025641025641024,2,0.4750000000000001,0.7857142857142857,0.2,0.4,0,Low,Low,Intermediate,High,Gen-Y(26-40),0.36512873682391567
0.16666666666666666,0.6153846153846154,1,0.6666666666666666,0.6538461538461539,1,0.5750000000000001,0.42857142857142855,0.4,0.4,1,Low,Low,Low,Intermediate,Gen-Y(26-40),0.6550889925695526
0.41666666666666663,0.5,3,0.3333333333333333,0.5512820512820513,0,0.5,0.6428571428571428,0.4,0.44444444444444453,1,Intermediate,Intermediate,Low,Intermediate,Gen-Y(26-40),0.5531363400725765
0.5,0.4423076923076923,3,0.5,0.4871794871794872,1,0.07500000000000001,0.42857142857142855,0.7000000000000001,0.4222222222222223,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.6165543459478143
0.25,0.3076923076923077,2,0.0,0.20512820512820518,0,0.4,0.6428571428571428,0.30000000000000004,0.22222222222222224,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.2483151892172111
0.25,0.576923076923077,0,0.5,0.8076923076923077,0,0.5,0.42857142857142855,0.6000000000000001,0.5555555555555556,1,Low,Low,Low,Intermediate,Gen-Y(26-40),0.8033523414549855
0.5833333333333333,0.5576923076923077,3,0.16666666666666666,0.4871794871794872,1,0.7,0.5,0.30000000000000004,0.2666666666666667,1,Intermediate,Intermediate,Low,Intermediate,Gen-X(41-55),0.5014688094003803
0.41666666666666663,0.2884615384615385,1,0.0,0.3205128205128205,1,0.5750000000000001,0.3571428571428571,0.4,0.17777777777777778,0,Intermediate,Low,Low,Intermediate,Gen-Y(26-40),0.3431829963711768
0.5,0.42307692307692313,1,0.16666666666666666,0.6923076923076923,3,0.32500000000000007,0.42857142857142855,0.7000000000000001,0.5111111111111112,1,Intermediate,Low,Intermediate,Intermediate,Gen-Y(26-40),0.7193710039744257
0.5833333333333333,0.6153846153846154,2,0.16666666666666666,0.5512820512820513,1,0.125,0.42857142857142855,0.7000000000000001,0.5555555555555556,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.7210990150336963
0.25,0.3076923076923077,0,0.0,0.3717948717948718,0,0.8250000000000002,0.6428571428571428,0.0,0.3555555555555556,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.21686538793848284
0.41666666666666663,0.3653846153846154,3,0.16666666666666666,0.3205128205128205,0,0.8500000000000001,0.2857142857142857,0.1,0.3111111111111111,0,Intermediate,Intermediate,Low,Low,Gen-X(41-55),0.252980819077242
0.16666666666666666,0.5576923076923077,3,0.3333333333333333,0.8333333333333333,2,0.5750000000000001,0.42857142857142855,0.6000000000000001,0.6444444444444445,1,Low,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.8094003801624332
0.08333333333333333,0.21153846153846156,2,0.16666666666666666,0.4871794871794872,0,0.30000000000000004,0.5714285714285714,0.2,0.4666666666666667,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.3210644548125109
0.08333333333333333,0.3846153846153847,2,0.16666666666666666,0.1923076923076923,1,0.125,0.42857142857142855,0.2,0.5777777777777778,0,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.23207188526006575
0.75,0.6346153846153847,2,0.16666666666666666,0.7435897435897436,0,0.4,0.5,0.4,0.48888888888888893,1,High,Intermediate,Low,Intermediate,Gen-Y(26-40),0.7112493519958529
0.16666666666666666,0.3653846153846154,0,0.16666666666666666,0.3846153846153846,0,0.5,0.42857142857142855,0.2,0.37777777777777777,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.3279764990495939
0.5,0.3076923076923077,1,0.5,0.6282051282051282,0,0.7,0.5,0.5,0.5777777777777778,1,Intermediate,Low,Low,Intermediate,Gen-X(41-55),0.5572835666148264
0.5,0.5576923076923077,1,0.16666666666666666,0.5384615384615384,2,0.10000000000000003,0.3571428571428571,0.6000000000000001,0.33333333333333337,1,Intermediate,Low,Intermediate,Intermediate,Gen-Z(15-25),0.6504233627095214
0.6666666666666666,0.4423076923076923,3,0.0,0.5256410256410257,0,0.6000000000000001,0.21428571428571427,0.4,0.24444444444444444,1,Intermediate,Intermediate,Low,Low,Gen-Y(26-40),0.5159841022982548
0.5,0.46153846153846156,3,0.3333333333333333,0.5,2,0.20000000000000007,0.2857142857142857,0.30000000000000004,0.48888888888888893,1,Intermediate,Intermediate,Intermediate,Low,Gen-Z(15-25),0.4695006048038709
0.16666666666666666,0.46153846153846156,1,0.16666666666666666,0.5128205128205128,2,0.5750000000000001,0.42857142857142855,0.8,0.4666666666666667,1,Low,Low,Intermediate,Intermediate,Gen-Y(26-40),0.6785899429756351
0.3333333333333333,0.7307692307692308,1,0.3333333333333333,0.7179487179487178,2,0.5,0.5,0.8,0.24444444444444444,1,Low,Low,Intermediate,Intermediate,Gen-Y(26-40),0.8980473475030241
0.3333333333333333,0.8076923076923077,0,0.16666666666666666,0.5769230769230769,2,0.32500000000000007,0.2857142857142857,0.5,0.4,1,Low,Low,Intermediate,Low,Gen-Y(26-40),0.7318126836011751
0.3333333333333333,0.1923076923076923,0,0.16666666666666666,0.16666666666666669,1,0.875,0.3571428571428571,0.6000000000000001,0.48888888888888893,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.30222913426645936
0.08333333333333333,0.34615384615384615,2,0.0,0.20512820512820518,1,0.30000000000000004,0.42857142857142855,0.4,0.37777777777777777,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.30430274753758424
0.25,0.3653846153846154,1,0.5,0.28205128205128205,0,0.9750000000000001,0.5714285714285714,0.6000000000000001,0.33333333333333337,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.434421980300674
0.3333333333333333,0.3269230769230769,2,0.16666666666666666,0.20512820512820518,0,0.125,0.5714285714285714,0.30000000000000004,0.6000000000000001,0,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.2560912389839296
0.08333333333333333,0.2692307692307693,0,0.0,0.20512820512820518,1,0.55,0.6428571428571428,0.1,0.288888888888889,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.15189217210990155
0.41666666666666663,0.3846153846153847,3,0.5,0.6666666666666666,1,0.0,0.42857142857142855,0.5,0.4222222222222223,1,Intermediate,Intermediate,Low,Intermediate,Gen-Z(15-25),0.6091238983929498
0.5,0.5384615384615384,2,0.16666666666666666,0.46153846153846156,4,0.30000000000000004,0.42857142857142855,0.30000000000000004,0.5555555555555556,1,Intermediate,Intermediate,Intermediate,Intermediate,Gen-Y(26-40),0.4798686711594955
0.08333333333333333,0.3076923076923077,1,0.16666666666666666,0.21794871794871795,2,0.8250000000000002,0.3571428571428571,0.30000000000000004,0.4,0,Low,Low,Intermediate,Intermediate,Gen-X(41-55),0.2552272334542942
0.3333333333333333,0.5576923076923077,3,0.5,0.6666666666666666,1,0.525,0.42857142857142855,0.7000000000000001,0.33333333333333337,1,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.7599792638672888
0.08333333333333333,0.3076923076923077,0,0.0,0.4487179487179487,0,0.9750000000000001,0.21428571428571427,0.6000000000000001,0.24444444444444444,0,Low,Low,Low,Low,Gen-X(41-55),0.5009504060825991
0.5,0.3269230769230769,1,0.0,0.39743589743589747,2,0.125,0.5,0.30000000000000004,0.37777777777777777,0,Intermediate,Low,Intermediate,Intermediate,Gen-Z(15-25),0.3597719025401763
0.3333333333333333,0.6538461538461539,0,0.6666666666666666,0.5641025641025641,3,0.45000000000000007,0.5,0.7000000000000001,0.3111111111111111,1,Low,Low,Intermediate,Intermediate,Gen-Y(26-40),0.7435631588042164
0.41666666666666663,0.6538461538461539,2,0.3333333333333333,0.47435897435897434,0,0.5,0.42857142857142855,0.8,0.4666666666666667,1,Intermediate,Intermediate,Low,Intermediate,Gen-Y(26-40),0.7356143079315708
0.25,0.3269230769230769,0,0.3333333333333333,0.39743589743589747,0,0.5,0.42857142857142855,0.2,0.33333333333333337,0,Low,Low,Low,Intermediate,Gen-Y(26-40),0.3193364437532401
0.25,0.42307692307692313,2,0.16666666666666666,0.5384615384615384,1,0.050000000000000044,0.5,0.7000000000000001,0.4666666666666667,1,Low,Intermediate,Low,Intermediate,Gen-Z(15-25),0.6364264731294282
0.3333333333333333,0.576923076923077,1,0.0,0.641025641025641,2,0.625,0.5,0.5,0.4222222222222223,1,Low,Low,Intermediate,Intermediate,Gen-X(41-55),0.6730603075859687
0.25,0.40384615384615385,1,0.0,0.41025641025641024,0,0.925,0.6428571428571428,0.0,0.37777777777777777,0,Low,Low,Low,Intermediate,Gen-X(41-55),0.2764817694833247
0.3333333333333333,0.4423076923076923,0,0.3333333333333333,0.23076923076923073,1,0.15000000000000002,0.3571428571428571,0.1,0.5333333333333333,0,Low,Low,Low,Intermediate,Gen-Z(15-25),0.2357007084845343
0.25,0.23076923076923078,0,0.16666666666666666,0.3205128205128205,0,0.125,0.6428571428571428,0.0,0.2666666666666667,0,Low,Low,Low,Intermediate,Gen-Z(15-25),0.1581130119232763
0.3333333333333333,0.5576923076923077,2,0.0,0.2564102564102564,0,0.8,0.2857142857142857,0.0,0.4,0,Low,Intermediate,Low,Low,Gen-X(41-55),0.2557456367720753
0.0,0.46153846153846156,2,0.3333333333333333,0.29487179487179493,0,0.4750000000000001,0.5,0.1,0.4,0,Low,Intermediate,Low,Intermediate,Gen-Y(26-40),0.2780369794366684
0.41666666666666663,0.2884615384615385,2,0.3333333333333333,0.6282051282051282,0,0.5750000000000001,0.2857142857142857,0.8,0.48888888888888893,1,Intermediate,Intermediate,Low,Low,Gen-Y(26-40),0.6708138932089166
