age,gender,daily_phone_hours,check_screen_time,phone_usage_satisfaction,used_screen_time_app,check_phone_morning,scroll_before_bed,phone_affects_grades,mindless_scrolling,short_video_time,focus_before_phone_urge,reread_due_to_distraction,gpa,has_job,App_Social,App_Texting,App_Videos,App_StudyOrWork,App_Gaming,App_Shopping
0.0,1,2,0,4,1,4,0,5,1,3,2,2,3.0,0.0,1,1,1,0,0,0
0.1985,1,2,1,3,0,5,1,5,3,3,1,2,4.0,0.0,1,0,1,0,0,0
0.277,1,3,0,2,0,1,1,5,4,3,4,3,4.0,0.0,1,1,0,1,0,0
0.0834,1,2,1,3,0,4,1,3,2,2,2,3,4.0,0.0,1,1,0,0,0,0
0.0,0,3,0,1,0,4,1,2,4,2,1,1,4.0,0.0,1,1,1,1,0,0
0.0537,1,4,1,2,1,4,1,2,4,2,1,2,3.0,0.0,1,0,1,0,0,1
0.0,1,3,0,2,0,5,1,5,5,3,2,3,2.0,0.0,1,1,1,0,0,0
0.0783,0,3,1,3,0,5,1,2,5,3,0,2,4.0,0.0,1,0,0,1,0,0
0.3018,1,3,1,4,0,4,1,5,2,2,2,2,3.0,0.0,0,0,0,0,0,0
0.0983,1,2,1,5,0,3,1,3,5,2,2,2,3.0,0.0,1,1,1,0,0,0
0.2241,0,2,1,5,0,4,1,4,5,3,1,2,3.0,0.0,1,0,0,0,0,0
0.1048,0,3,0,2,0,5,1,3,5,3,3,2,2.0,1.0,1,1,1,0,0,0
0.0535,1,2,0,1,0,4,1,5,4,3,2,1,1.0,0.0,1,0,1,0,0,0
0.0043,0,1,1,2,0,3,1,5,3,3,1,2,3.0,0.0,1,0,0,0,0,0
0.034,1,3,1,5,1,5,1,5,2,2,2,2,4.0,1.0,1,1,1,0,1,1
0.0626,1,2,0,3,1,1,1,3,4,3,2,2,4.0,0.0,0,1,1,0,0,0
0.0568,1,2,0,3,0,4,1,5,4,3,3,2,3.0,0.0,1,0,1,1,0,0
0.0,1,1,0,2,0,5,1,4,1,3,4,2,3.0,0.0,1,1,1,0,1,0
0.0,0,2,1,1,0,5,1,5,5,2,1,3,3.0,0.0,1,1,0,0,0,0
0.0428,0,3,0,1,0,4,1,2,4,2,3,2,4.0,1.0,1,1,1,0,0,0
0.2305,0,1,1,2,0,4,1,2,3,1,2,3,3.0,0.0,1,1,1,0,1,0
0.0383,1,2,1,3,1,5,1,3,5,2,2,1,4.0,0.0,1,1,1,0,0,0
0.0,0,2,0,1,1,5,1,2,5,0,2,3,4.0,1.0,1,1,1,0,0,0
0.0698,0,2,1,1,1,3,1,4,4,2,3,1,3.0,0.0,1,1,0,0,0,0
0.1802,1,3,0,1,1,5,1,2,5,1,2,1,3.0,0.0,1,1,0,0,0,0
0.2499,1,2,0,1,0,4,1,4,5,2,0,3,4.0,0.0,1,0,0,0,0,1
0.1224,1,2,0,5,0,4,1,5,4,3,2,3,4.0,1.0,1,1,1,0,0,0
0.0341,0,1,1,3,0,4,1,3,5,1,2,3,2.0,0.0,1,1,0,0,0,0
0.002,1,2,1,3,0,4,1,2,1,3,3,2,4.0,0.0,0,0,1,0,0,0
0.0673,0,1,0,3,0,5,1,5,4,3,2,3,3.0,0.0,1,1,0,0,0,0
0.058,1,3,0,2,1,5,1,5,4,0,2,2,2.0,0.0,1,0,1,0,0,0
0.2473,1,3,1,3,0,3,0,5,3,3,2,1,2.0,0.0,1,0,1,0,0,0
0.3259,1,3,1,1,1,2,1,5,4,2,1,3,4.0,1.0,0,0,1,0,0,0
0.0,0,2,1,3,1,5,1,3,5,3,1,3,3.0,0.0,1,0,1,1,0,0
0.078,1,2,0,2,0,3,1,2,5,2,2,3,2.0,0.0,1,1,1,1,0,0
0.0328,1,1,1,1,0,4,1,5,4,2,1,2,4.0,0.0,1,0,0,0,0,0
0.0888,1,1,1,2,0,5,0,3,2,2,3,1,1.0,0.0,0,0,1,0,0,0
0.013,0,2,0,4,0,3,1,5,3,1,1,2,4.0,0.0,1,1,0,0,0,0
0.0566,1,3,1,1,0,3,1,5,3,2,3,3,4.0,1.0,1,1,1,0,0,1
0.1851,1,2,1,3,0,4,1,2,5,3,2,3,3.0,0.0,0,1,1,0,1,0
0.0315,1,2,1,3,0,4,0,4,2,3,3,3,3.0,0.0,1,0,0,0,0,0
0.4746,0,2,0,1,0,3,1,5,3,1,2,3,4.0,1.0,1,0,1,1,0,0
0.0523,0,1,1,3,1,5,1,4,4,2,2,1,4.0,0.0,1,1,1,0,0,0
0.0,1,2,0,3,0,1,1,2,5,2,4,3,3.0,0.0,1,1,1,0,0,0
0.064,0,1,1,3,0,4,1,1,5,1,3,3,4.0,1.0,1,1,0,0,0,0
0.0124,1,2,1,4,0,4,1,4,5,1,1,2,1.0,0.0,1,1,0,0,0,0
0.2055,0,2,1,2,0,5,1,3,5,2,1,2,4.0,0.0,1,0,1,0,0,0
0.1929,1,2,0,4,0,5,1,5,2,1,2,3,4.0,1.0,1,1,1,1,0,0
0.097,0,2,0,2,0,4,1,3,2,2,2,2,2.0,0.0,1,0,1,0,0,0
0.0,1,1,1,3,1,3,1,4,4,3,2,1,2.0,0.0,1,0,1,0,0,0
0.0,1,2,1,1,0,5,1,5,5,3,2,2,0.0,0.0,1,1,1,0,0,0
0.1342,1,2,0,3,1,5,1,5,4,2,0,3,4.0,0.0,1,0,1,0,0,0
0.1361,0,3,1,4,0,5,1,3,4,2,4,3,3.0,0.0,1,1,0,0,0,0
0.0452,1,1,1,3,1,4,1,2,5,2,2,3,4.0,1.0,1,0,0,0,0,0
0.059,1,1,0,2,1,4,1,4,4,3,1,1,2.0,1.0,1,0,1,0,0,0
0.1271,0,3,1,3,0,4,1,4,2,2,3,2,1.0,0.0,1,0,0,0,1,0
0.0512,1,1,0,2,1,5,1,5,4,3,1,0,3.0,0.0,1,1,0,0,0,0
0.1993,0,3,1,2,1,5,1,4,3,1,0,3,4.0,0.0,1,1,0,0,0,0
0.2565,1,1,0,2,1,5,1,3,3,2,1,2,4.0,0.0,1,1,0,1,0,0
0.2135,1,1,0,4,1,5,1,2,4,2,2,3,4.0,0.0,1,1,0,1,0,0
0.1333,0,3,1,5,0,5,1,3,3,0,4,2,4.0,0.0,1,1,0,1,0,0
0.0,0,3,1,1,0,4,1,5,5,2,2,2,4.0,0.0,1,0,1,0,0,0
0.0524,1,2,1,3,0,4,1,2,5,3,2,3,4.0,0.0,1,1,1,0,0,0
0.1033,1,1,0,3,0,4,1,5,5,3,2,2,1.0,0.0,1,0,1,0,0,0
0.0,0,2,1,2,1,3,1,5,3,1,2,3,4.0,0.0,1,1,0,0,0,0
0.3478,1,2,0,1,0,5,1,4,4,2,2,2,4.0,0.0,1,1,0,1,0,0
0.1459,0,3,1,2,0,5,1,1,4,0,3,3,1.0,0.0,1,1,0,0,1,0
0.0029,1,2,1,3,1,5,1,5,3,2,2,3,2.0,1.0,1,1,0,1,0,0
0.0788,1,2,0,1,1,4,1,3,5,1,3,2,3.0,0.0,1,0,1,0,0,0
0.08,1,4,1,5,0,5,1,3,5,2,4,3,3.0,0.0,1,1,0,0,0,0
0.0531,0,2,1,2,0,3,1,4,4,2,0,3,4.0,0.0,1,0,1,0,0,0
0.1072,1,3,1,3,0,4,0,4,2,3,0,3,4.0,0.0,1,1,0,0,0,0
0.0,1,2,0,3,0,5,1,5,3,2,1,3,4.0,0.0,1,1,1,0,0,0
0.0,0,3,1,2,0,4,1,5,4,2,2,3,4.0,1.0,1,0,0,0,0,0
0.1322,1,1,0,1,0,5,1,5,2,2,2,3,3.0,0.0,0,1,1,1,0,0
0.1207,1,2,0,3,1,4,1,4,3,2,2,3,3.0,1.0,1,1,1,0,0,0
0.0,1,2,0,3,1,5,1,2,5,2,2,2,3.0,0.0,1,1,0,0,0,0
0.1595,1,1,1,3,1,2,0,4,3,3,2,2,3.0,0.0,1,1,1,0,0,0
0.0,1,3,1,3,0,4,1,3,3,2,2,3,4.0,0.0,1,1,1,0,0,0
0.0231,1,2,1,1,0,4,1,4,4,2,0,2,3.0,0.0,1,1,0,1,0,0
0.137,0,1,0,3,0,5,1,5,4,2,2,3,3.0,0.0,1,1,1,0,0,0
0.096,0,1,0,2,1,2,1,4,5,2,1,1,4.0,1.0,1,0,1,0,0,0
0.0,0,3,1,3,1,5,1,5,4,2,2,2,1.0,0.0,1,1,1,0,0,0
0.0,1,3,0,3,1,4,1,4,3,3,3,3,0.0,0.0,1,0,1,1,0,0
0.0922,1,2,1,2,1,5,1,4,1,0,2,3,4.0,0.0,1,1,1,0,0,0
0.0,1,3,0,3,0,5,1,5,4,2,2,3,3.0,0.0,1,1,0,0,0,0
0.0385,1,3,0,2,0,5,1,2,3,3,2,1,4.0,0.0,1,0,1,0,0,0
0.0181,0,3,1,4,1,4,1,5,5,2,3,2,4.0,0.0,1,0,1,1,0,0
0.1572,1,3,1,3,0,5,1,1,5,0,3,1,2.0,0.0,1,1,0,0,0,0
0.0279,0,3,1,4,0,3,1,4,4,3,2,3,4.0,0.0,1,1,0,0,0,0
0.2624,0,2,0,3,0,4,1,4,3,3,1,2,2.0,1.0,1,1,1,0,0,0
0.0743,1,2,0,2,1,4,1,2,5,2,4,2,4.0,0.0,1,0,0,0,0,0
0.0281,1,3,1,2,1,1,1,5,3,3,1,3,4.0,0.0,1,1,1,1,0,0
0.1849,1,2,1,3,0,5,1,4,5,2,2,3,3.0,0.0,1,0,0,0,0,0
0.0,0,2,0,3,0,5,1,5,4,3,3,3,2.0,1.0,0,1,0,0,0,0
0.0877,0,2,1,3,0,4,1,2,4,3,3,2,4.0,0.0,1,1,1,1,0,0
0.0679,0,3,1,2,0,3,0,4,1,3,2,3,4.0,1.0,1,0,1,0,0,0
0.0323,1,3,1,1,0,5,1,4,4,3,4,2,4.0,0.0,0,0,0,0,0,0
0.1027,0,2,1,2,1,5,1,5,5,2,4,1,4.0,0.0,1,0,0,0,0,0
0.0,1,3,0,2,0,2,1,4,5,3,2,2,4.0,0.0,1,1,0,1,0,0
0.0,0,3,1,3,0,4,1,3,5,2,2,2,1.0,0.0,1,1,1,1,0,0
0.162,1,3,0,5,1,4,1,3,3,0,0,3,4.0,0.0,1,1,0,0,0,0
0.0287,0,2,0,2,1,5,1,3,4,2,1,3,3.0,0.0,1,0,0,1,0,0
0.0,0,3,0,2,0,5,1,3,5,2,2,1,3.0,1.0,1,1,1,0,0,0
0.0,1,2,0,3,1,5,1,5,2,2,4,3,4.0,0.0,1,0,1,0,0,0
0.0555,0,2,1,1,1,5,1,5,3,2,2,3,4.0,0.0,0,1,1,0,0,0
0.0,1,1,1,1,0,3,1,5,3,2,2,3,2.0,0.0,1,1,1,1,0,0
0.0475,1,1,0,3,1,4,1,5,4,2,2,2,4.0,0.0,1,0,1,0,0,0
0.0489,1,1,1,3,1,3,1,3,4,3,4,3,3.0,1.0,1,1,1,1,0,0
0.1048,1,2,1,1,0,5,1,5,5,3,1,3,3.0,0.0,1,0,0,0,0,0
0.0598,1,2,1,2,0,5,1,5,4,2,2,3,4.0,0.0,1,1,1,1,0,0
0.0512,1,1,0,2,0,4,1,2,5,2,2,3,3.0,0.0,1,0,0,0,0,0
0.3767,1,1,0,3,1,5,1,3,3,2,0,2,4.0,0.0,1,1,1,0,1,0
0.0931,0,2,0,3,0,4,1,2,5,1,2,3,3.0,0.0,1,0,1,0,0,0
0.0108,0,2,0,4,0,5,0,5,2,2,2,3,1.0,0.0,1,1,1,0,0,0
0.0675,0,1,0,4,0,4,1,5,4,3,2,1,4.0,0.0,0,1,0,0,0,0
0.0387,1,3,0,1,0,5,1,3,4,2,2,2,1.0,0.0,1,0,0,1,0,0
0.0,0,4,1,2,0,5,1,5,2,2,3,3,1.0,0.0,1,0,0,0,0,0
0.1432,0,1,0,2,0,4,1,5,4,3,3,2,3.0,0.0,1,1,1,0,0,0
0.0507,0,2,0,2,0,5,1,3,4,2,3,3,4.0,0.0,1,1,0,1,1,0
0.0825,1,1,1,2,1,4,1,5,5,2,1,3,2.0,0.0,1,0,0,0,0,0
0.0183,1,1,0,1,1,5,1,4,4,0,4,3,4.0,0.0,1,1,1,0,0,0
0.0044,0,2,0,3,1,3,1,4,2,2,4,2,3.0,0.0,1,0,1,1,0,0
0.1239,0,2,0,4,0,2,1,4,4,3,2,3,4.0,0.0,0,1,1,0,1,0
0.3325,1,1,0,2,0,2,1,5,5,2,2,3,4.0,0.0,1,0,1,1,0,0
0.2516,1,2,1,2,1,3,1,5,4,2,2,2,4.0,0.0,1,1,0,0,0,0
0.1347,0,2,1,2,1,3,1,4,4,3,3,2,4.0,1.0,1,1,1,0,0,0
0.0031,1,2,0,4,0,4,1,3,3,1,2,3,4.0,1.0,1,1,0,0,0,0
0.1246,0,3,1,1,0,4,1,5,2,3,2,2,3.0,1.0,0,1,1,1,0,0
0.0052,1,2,0,3,1,5,1,4,4,2,4,3,1.0,1.0,1,1,1,0,0,0
0.1251,1,2,1,2,0,5,1,5,4,2,0,1,4.0,0.0,1,1,1,1,0,0
0.0299,1,2,1,4,1,5,1,4,4,0,0,3,3.0,0.0,1,0,1,0,0,0
0.0195,1,1,0,3,0,4,1,2,4,2,3,2,4.0,1.0,0,0,1,1,0,0
0.0825,1,2,0,1,1,3,1,4,2,2,3,2,4.0,1.0,1,1,1,0,0,0
0.1007,0,2,0,2,1,3,1,5,5,1,2,3,2.0,1.0,1,0,1,0,1,0
0.0524,1,2,1,3,1,4,1,5,4,2,1,3,3.0,1.0,1,1,0,0,0,0
0.0,1,2,0,1,0,5,1,5,4,3,2,3,4.0,0.0,1,0,1,0,1,0
0.0031,0,4,0,2,1,4,1,2,4,3,2,1,4.0,0.0,1,1,0,0,0,0
0.0,1,1,0,3,0,1,1,2,4,3,0,3,2.0,0.0,1,0,0,1,0,0
0.0045,1,2,1,3,1,5,1,3,4,3,2,2,4.0,0.0,1,0,0,1,0,0
0.292,1,3,0,2,0,4,1,3,5,3,1,2,3.0,0.0,1,0,0,0,1,0
0.1711,1,2,0,1,0,5,1,5,4,3,2,3,3.0,0.0,0,1,1,0,0,0
0.0167,1,1,1,3,0,4,1,3,2,3,3,2,4.0,0.0,1,0,1,0,0,0
0.0,0,2,1,3,1,5,1,2,5,2,2,1,4.0,1.0,1,0,1,0,1,0
0.0,1,2,0,3,0,5,1,3,4,2,2,2,3.0,1.0,1,0,0,0,0,0
0.1418,1,3,1,4,0,4,0,2,2,3,2,3,4.0,0.0,0,1,0,0,0,0
0.0267,0,3,0,1,0,5,1,3,3,1,1,3,3.0,0.0,1,1,1,1,0,0
0.0799,1,2,1,2,0,5,1,4,4,3,2,3,2.0,0.0,1,1,1,0,0,0
0.0,1,3,0,3,1,3,1,5,3,1,2,2,3.0,0.0,1,1,0,0,0,0
0.0,0,4,1,3,0,4,1,5,4,1,2,3,3.0,0.0,0,0,1,0,0,1
0.1003,1,2,0,2,1,5,0,3,5,0,2,2,0.0,0.0,1,0,1,0,0,0
0.0196,1,2,0,1,1,4,0,5,3,2,2,3,3.0,0.0,0,1,1,0,0,0
0.1058,1,2,1,5,0,4,0,4,3,3,3,2,4.0,0.0,1,1,1,0,0,0
0.1264,1,4,1,1,1,5,1,5,4,2,3,2,4.0,0.0,1,0,1,0,0,0
0.2381,1,2,0,3,0,5,0,5,4,3,1,2,4.0,1.0,1,1,0,0,0,0
0.0256,1,3,0,2,0,4,1,3,3,2,1,3,2.0,1.0,1,0,0,1,0,0
0.2336,1,3,0,3,1,4,1,3,2,1,0,1,4.0,0.0,1,1,1,1,0,0
0.0762,0,2,0,3,0,5,1,3,3,3,1,2,1.0,0.0,1,1,1,0,0,0
0.13,0,3,1,2,1,1,1,5,4,2,4,2,4.0,1.0,1,1,0,0,0,0
0.0,0,2,1,5,0,5,1,3,5,3,2,3,3.0,0.0,1,1,1,0,0,0
0.0529,0,3,1,3,1,1,1,4,1,2,3,3,4.0,0.0,1,0,1,1,0,0
0.038,1,1,0,1,0,5,1,5,5,2,2,2,3.0,0.0,1,0,0,0,0,0
0.0347,1,2,1,3,1,1,1,4,5,3,2,2,3.0,0.0,1,0,1,0,0,0
0.0638,1,2,0,3,1,5,1,5,5,3,2,2,4.0,0.0,0,1,1,0,0,0
0.0591,0,2,1,3,0,5,0,5,5,2,2,1,4.0,1.0,1,0,0,0,0,0
0.1641,0,2,1,3,1,3,1,5,5,3,1,1,4.0,0.0,1,0,1,0,0,0
0.0212,1,2,1,3,0,5,1,5,5,2,2,2,4.0,1.0,1,0,0,0,0,0
0.0,1,3,1,2,1,5,1,5,3,2,2,3,3.0,0.0,1,1,0,0,0,0
0.0363,1,1,0,3,0,5,1,3,4,2,2,2,4.0,0.0,1,1,0,0,0,0
0.0,1,2,1,3,0,3,1,5,5,2,4,3,4.0,0.0,1,0,0,0,1,0
0.0194,1,2,0,4,1,5,1,3,3,2,3,2,4.0,0.0,1,1,1,0,0,0
0.0,1,2,0,1,0,4,0,3,4,2,2,2,4.0,0.0,1,1,0,0,0,0
0.026,0,1,1,5,1,3,1,3,3,2,2,2,3.0,0.0,1,1,1,1,0,0
0.0652,1,1,0,3,0,4,1,3,5,3,2,3,4.0,0.0,1,1,0,1,0,0
0.087,1,3,1,3,1,5,1,2,5,2,2,3,4.0,0.0,1,0,0,1,0,0
0.0,1,3,0,5,0,4,1,3,5,3,1,3,2.0,1.0,1,1,0,0,0,0
0.0052,1,2,1,3,0,4,1,3,4,1,2,2,4.0,0.0,1,1,1,0,0,0
0.0905,1,2,1,5,1,5,1,4,5,2,4,3,4.0,0.0,1,0,1,1,0,0
0.0543,0,1,0,2,0,4,1,3,4,2,2,3,4.0,0.0,1,1,1,1,0,1
0.0679,1,2,0,1,0,3,1,5,2,2,0,2,3.0,0.0,1,0,1,0,0,0
0.0013,0,1,1,3,1,5,0,5,3,2,2,3,3.0,0.0,1,0,0,0,0,0
0.0,1,2,1,3,0,3,1,5,4,2,2,2,4.0,0.0,1,0,0,0,0,0
0.0095,1,2,0,3,0,5,1,5,3,2,0,2,3.0,0.0,0,0,1,0,1,1
0.1374,0,2,1,3,0,3,1,2,3,0,4,2,4.0,1.0,1,0,0,0,0,0
0.0,1,2,1,2,1,1,1,4,2,2,2,3,2.0,0.0,1,1,1,1,0,0
0.0863,1,2,0,3,1,4,1,5,5,1,3,2,3.0,1.0,0,1,0,0,0,0
0.0672,1,2,0,3,0,5,1,2,3,2,1,3,3.0,0.0,1,0,0,0,0,0
0.0,1,2,0,2,1,4,0,5,5,3,3,2,4.0,0.0,1,1,1,0,1,0
0.0693,1,2,1,1,1,3,1,4,4,3,2,3,3.0,1.0,1,1,1,0,0,0
0.0274,0,3,0,4,1,5,1,5,3,3,3,3,2.0,1.0,1,0,0,0,1,0
0.0268,0,2,0,3,0,5,0,5,4,2,2,1,3.0,1.0,1,0,0,0,0,0
0.0,0,2,0,1,0,3,1,3,5,3,1,3,4.0,0.0,1,0,0,1,0,0
0.0423,1,2,0,3,0,5,1,4,4,3,2,2,1.0,0.0,1,0,1,0,0,0
0.4109,0,3,0,3,0,4,1,5,3,2,2,1,3.0,0.0,1,1,0,1,0,0
0.0,1,2,0,2,1,4,1,2,5,3,2,3,4.0,1.0,1,0,0,0,0,0
0.0,0,1,1,4,0,5,1,5,4,2,4,3,3.0,0.0,1,0,1,0,0,0
0.0138,0,3,1,1,1,4,1,5,4,2,4,3,4.0,0.0,1,0,1,0,0,0
0.2047,1,3,1,4,1,4,1,5,5,2,0,3,1.0,1.0,1,0,0,0,0,0
0.0,1,3,0,2,0,5,1,2,5,0,0,2,2.0,0.0,1,1,0,0,0,0
0.0511,0,2,0,4,0,3,1,5,4,3,2,3,3.0,0.0,0,1,0,0,0,0
0.0,1,2,1,3,1,4,1,5,5,2,2,1,3.0,0.0,1,0,0,0,0,0
0.1143,1,1,0,3,0,1,1,3,5,3,2,2,2.0,0.0,0,1,1,1,1,0
0.2998,0,1,0,1,0,3,1,5,4,3,3,3,3.0,1.0,1,0,0,0,0,0
0.205,0,3,0,3,0,4,0,3,4,3,1,1,4.0,0.0,1,0,0,0,0,0
0.0253,1,3,1,2,0,3,1,2,2,1,4,3,4.0,0.0,1,0,0,0,0,0
0.1065,1,2,0,3,0,5,1,4,5,2,2,3,3.0,0.0,1,1,0,1,1,0
0.1594,0,2,1,2,1,5,1,5,5,3,1,2,3.0,0.0,1,0,1,0,0,1
0.1874,1,1,1,2,0,4,1,3,2,2,0,1,4.0,1.0,1,0,0,0,1,0
0.0,0,3,1,4,1,5,1,5,4,3,2,2,1.0,0.0,1,0,1,0,0,0
0.5489,1,3,1,1,0,5,1,5,2,2,0,2,4.0,1.0,1,0,0,0,1,0
0.0,0,2,1,2,0,4,1,5,3,3,2,3,2.0,0.0,1,0,1,0,1,0
0.0356,1,2,1,2,1,4,1,4,4,3,3,2,4.0,0.0,1,1,1,0,0,0
0.0,1,3,0,3,1,5,0,3,4,3,3,3,3.0,0.0,1,1,1,0,0,0
0.0187,1,2,1,4,1,4,1,5,4,0,2,1,3.0,0.0,1,0,1,0,1,0
0.0772,0,1,0,3,1,4,0,3,4,3,2,1,3.0,0.0,1,0,1,1,0,0
0.1748,0,2,0,2,0,5,1,4,5,3,3,3,4.0,0.0,1,1,1,0,0,0
0.0113,1,1,0,1,0,5,1,3,5,3,1,2,0.0,0.0,1,1,1,1,1,0
0.0943,0,2,1,4,0,5,1,4,5,0,1,3,4.0,0.0,0,1,1,0,0,0
0.1453,1,2,1,2,0,4,1,2,5,0,2,3,4.0,0.0,1,0,0,1,0,0
0.0,1,1,0,3,0,1,1,2,3,2,4,2,3.0,0.0,0,1,1,1,0,0
0.0,0,2,1,5,0,4,1,5,4,3,4,3,4.0,0.0,1,0,1,1,0,0
0.2426,0,2,1,3,0,5,1,4,1,1,3,2,0.0,0.0,1,1,1,0,1,0
0.1344,1,3,0,3,1,5,1,5,4,3,2,2,4.0,0.0,1,0,0,0,1,0
0.1154,0,2,1,4,0,4,1,2,2,3,2,2,3.0,0.0,1,0,1,1,0,0
0.0501,1,2,1,2,0,4,1,3,2,3,2,1,4.0,0.0,1,1,1,0,0,0
0.103,1,3,1,5,0,5,1,5,5,2,2,3,4.0,0.0,1,0,1,0,0,1
0.13,1,2,1,3,0,5,1,3,4,0,2,3,0.0,0.0,1,0,0,0,1,0
0.0023,0,2,1,2,0,4,1,2,5,2,0,2,4.0,0.0,1,1,0,0,0,0
0.015,0,1,1,5,1,5,1,2,5,1,3,2,4.0,0.0,1,1,1,0,0,0
0.1334,1,1,0,4,0,5,1,3,2,2,2,3,1.0,0.0,1,1,1,0,0,0
0.0549,0,2,0,2,0,4,1,5,3,3,1,2,3.0,1.0,1,1,1,0,0,0
0.0364,0,3,1,1,0,5,1,5,5,2,2,3,3.0,0.0,1,0,0,0,1,0
0.1809,0,2,1,1,1,2,0,4,5,3,0,2,3.0,0.0,0,0,1,0,0,0
0.241,1,3,0,3,1,4,1,5,4,1,3,3,4.0,0.0,1,0,0,0,0,0
0.0,1,2,0,5,1,5,1,3,3,3,1,2,4.0,0.0,1,0,0,0,0,0
0.0559,0,2,0,1,0,2,0,2,4,3,4,3,3.0,0.0,1,1,0,1,0,0
0.0,1,2,0,3,1,4,1,5,3,3,3,3,4.0,0.0,1,1,1,0,0,0
0.0,1,1,0,2,0,4,1,4,4,3,1,1,3.0,0.0,1,1,0,0,0,0
0.0774,1,1,0,2,1,5,1,3,4,3,2,3,2.0,0.0,1,1,0,1,0,0
0.2584,0,3,1,1,0,4,1,5,3,2,1,2,3.0,0.0,1,0,0,0,0,0
0.1779,0,3,0,3,1,3,1,5,5,2,3,2,4.0,0.0,0,1,1,0,0,0
0.1057,1,2,1,3,1,5,0,5,4,2,2,3,4.0,0.0,1,1,0,0,0,1
0.0002,0,1,1,3,0,5,1,5,2,2,1,2,2.0,0.0,1,0,1,0,0,0
0.2456,1,3,0,5,0,1,1,5,4,2,0,2,4.0,1.0,1,1,1,1,0,0
0.0523,0,1,1,2,0,3,1,5,5,2,2,3,4.0,0.0,1,1,1,1,0,0
0.056,1,3,1,3,1,5,1,5,5,1,2,1,4.0,0.0,0,1,0,1,0,0
0.0088,1,2,0,1,1,5,1,5,5,3,2,1,3.0,0.0,1,0,1,0,0,0
0.0,1,2,0,1,0,3,1,3,5,2,1,3,2.0,0.0,1,1,1,1,0,0
0.0311,1,2,1,5,0,3,1,4,3,3,1,1,1.0,0.0,1,0,1,0,0,0
0.0,1,3,1,2,0,4,1,3,5,2,4,2,2.0,0.0,1,0,1,0,0,0
0.0,0,3,0,2,1,4,1,2,2,3,3,3,2.0,0.0,1,1,1,0,0,0
0.2917,1,2,0,4,0,3,1,4,5,3,0,3,3.0,1.0,1,1,1,0,1,0
0.0216,1,2,0,3,1,4,1,3,1,3,3,3,3.0,0.0,1,1,1,0,0,0
0.2235,0,2,1,3,0,4,0,2,5,2,1,1,2.0,0.0,1,0,1,0,0,0
0.2067,0,3,0,1,1,2,1,2,2,3,2,2,3.0,1.0,1,0,0,0,0,0
0.0363,1,2,1,5,0,5,1,5,1,2,2,3,3.0,1.0,1,0,1,1,0,0
0.0447,0,3,1,5,0,5,1,3,4,3,4,2,4.0,0.0,1,0,0,0,0,0
0.1932,1,1,1,1,1,5,1,5,5,3,1,3,3.0,0.0,1,0,1,1,0,0
0.0,1,2,1,4,0,3,1,5,5,1,2,2,4.0,0.0,0,1,1,0,1,0
0.0,0,1,1,3,1,5,1,3,4,3,2,3,3.0,0.0,1,0,1,0,0,0
